,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,Registered city,Price
6180,BMW,328i,2009,Black,Nigerian Used,267818.0,,Registered,Imported,LAGOS,4200000.0
6181,Toyota,4-Runner,2005,Gray,Nigerian Used,102728.0,4700.0,Registered,Registered,,3120000.0
6182,Mercedes-Benz,C350,2009,Black,Nigerian Used,233944.0,3500.0,Registered,Imported,,3260000.0
6183,Toyota,Venza,2009,Gray,Foreign Used,204757.0,3500.0,Imported,Imported,,5775000.0
6184,BMW,328i,2009,Black,Nigerian Used,267818.0,,Registered,Imported,LAGOS,4200000.0
6185,Toyota,Corolla,2009,Black,Nigerian Used,85142.0,1800.0,Registered,Registered,,2205000.0
6186,Toyota,RAV4,2006,Black,Nigerian Used,180413.0,3500.0,Registered,Registered,LAGOS,2940000.0
6187,Toyota,Camry,2013,Black,Foreign Used,114288.0,2500.0,Imported,Imported,,4830000.0
6188,Toyota,Sienna,2007,White,Nigerian Used,174759.0,3500.0,Registered,Registered,LAGOS,3224000.0
6189,Honda,Pilot,2003,Red,Nigerian Used,210783.0,3500.0,Registered,Registered,,1822000.0
6190,Ford,Ecosport,2011,Gray,Nigerian Used,107070.0,1500.0,Registered,Imported,,2310000.0
6191,BMW,X5,2012,Black,Nigerian Used,327193.0,4400.0,Registered,Registered,LAGOS,10500000.0
6192,Hyundai,Sonata,2011,Blue,Nigerian Used,152594.0,2000.0,Registered,Imported,LAGOS,4160000.0
6193,Ford,Edge,2009,Gray,Nigerian Used,211160.0,3500.0,Registered,Registered,,2310000.0
6194,Toyota,Corolla,2006,Red,Nigerian Used,462617.0,1800.0,Registered,Registered,IMO,1995000.0
6195,Mazda,CX-7,2006,Gray,Nigerian Used,256589.0,2300.0,Registered,Imported,LAGOS,2835000.0
6196,Honda,Accord,2014,Gray,Nigerian Used,111155.0,2500.0,Registered,Imported,ABUJA,4680000.0
6197,Honda,CR-V,2007,Red,Nigerian Used,159850.0,2000.0,Registered,Registered,Rivers,2700000.0
6198,Ford,Ranger,2011,White,Nigerian Used,176732.0,2400.0,Registered,Brand new,Akwa-Ibom,4515000.0
6199,Ford,Edge,2011,Black,Nigerian Used,171407.0,3500.0,Registered,Registered,ABUJA,3360000.0
6200,Honda,Accord,2011,Silver,Nigerian Used,223350.0,2400.0,Registered,Registered,Abuja,2496000.0
6201,Nissan,Titan,2010,Gray,Nigerian Used,211155.0,5600.0,Registered,Imported,LAGOS,7875000.0
6202,Kia,K5,2021,Gray,Foreign Used,1791.0,1600.0,Imported,Imported,,21900000.0
6203,Ford,Escape,2009,White,Nigerian Used,94589.0,3500.0,Registered,Registered,Abuja,3150000.0
6204,Audi,A6,2005,Brown,Foreign Used,290579.0,3200.0,Imported,Imported,,4725000.0
6205,Nissan,Maxima,2010,Gray,Nigerian Used,268162.0,,Registered,Registered,LAGOS,2100000.0
6206,Lexus,ES,2004,Silver,Nigerian Used,103539.0,3300.0,Registered,Imported,lagos,2600000.0
6207,Jaguar,XJ,2013,White,Foreign Used,202739.0,5000.0,Imported,Imported,,28350000.0
6208,Toyota,Camry,2006,Black,Nigerian Used,235124.0,2400.0,Registered,Registered,,2612000.0
6209,Toyota,Venza,2011,White,Nigerian Used,198082.0,2700.0,Registered,Registered,ABUJA,6032000.0
6210,Ford,Edge,2010,Gray,Nigerian Used,269722.0,3500.0,Registered,Imported,BENIN,3640000.0
6211,Nissan,Qashqai,2012,Gray,Nigerian Used,45588.0,,Registered,Imported,LAGOS,2625000.0
6212,Lexus,IS,2006,Gray,Nigerian Used,242905.0,2500.0,Registered,Imported,LAGOS,3432000.0
6213,Toyota,Hilux,2014,White,Nigerian Used,676339.0,2700.0,Registered,Registered,,7300000.0
6214,Toyota,Camry,2006,Black,Nigerian Used,235124.0,2400.0,Registered,Registered,,2612000.0
6215,Mercedes-Benz,GLK-Class,2012,Black,Nigerian Used,131108.0,3500.0,Registered,Imported,ABUJA,6300000.0
6216,Dodge,Journey,2010,Red,Nigerian Used,145924.0,3500.0,Registered,Registered,LAGOS,3150000.0
6217,Nissan,Qashqai,2012,Gray,Nigerian Used,45588.0,,Registered,Imported,LAGOS,2625000.0
6218,Ford,Expedition,2008,Black,Nigerian Used,320544.0,5400.0,Registered,Imported,Rivers,4725000.0
6219,Hyundai,Ix35,2014,Black,Nigerian Used,121037.0,2000.0,Registered,Registered,FCT,3900000.0
6220,Hyundai,Sonata,2019,Black,Nigerian Used,30745.0,2400.0,Registered,Brand new,LAGOS,7350000.0
6221,Infiniti,FX,2004,Black,Nigerian Used,145740.0,4500.0,Registered,Registered,Lagos,5250000.0
6222,Mercedes-Benz,E350,2009,Silver,Nigerian Used,40995.0,3500.0,Registered,Imported,LAGOS,6500000.0
6223,Lexus,ES,2005,White,Nigerian Used,125235.0,330000.0,Registered,Registered,,2600000.0
6224,Infiniti,FX,2005,White,Nigerian Used,242215.0,3500.0,Registered,Imported,Lagos,3150000.0
6225,Nissan,Sentra,2008,Blue,Nigerian Used,210640.0,2000.0,Registered,Registered,LAGOS,1680000.0
6226,Toyota,Corolla,2004,Gold,Nigerian Used,482800.0,1800.0,Registered,Registered,,1942500.0
6227,Hyundai,Ix35,2012,Black,Nigerian Used,106849.0,2000.0,Registered,Registered,AKWA IBOM,3150000.0
6228,Toyota,Corolla,2004,Gold,Nigerian Used,218164.0,1800.0,Registered,Imported,Abuja,2288000.0
6229,Land Rover,Lr2,2012,Black,Nigerian Used,93114.0,3200.0,Registered,Imported,,3675000.0
6230,Kia,Sportage,2014,Red,Nigerian Used,249523.0,1400.0,Registered,Imported,ABUJA,3045000.0
6231,Toyota,4-Runner,2005,Red,Nigerian Used,48878.0,4700.0,Registered,Imported,,2670000.0
6232,Hyundai,Tucson,2016,Red,Nigerian Used,79672.0,2000.0,Registered,Registered,Lagos,6300000.0
6233,Peugeot,407,2005,Blue,Nigerian Used,268502.0,2000.0,Registered,Registered,LAGOS,1785000.0
6234,Toyota,RAV4,2007,Gold,Nigerian Used,153487.0,3500.0,Registered,Registered,,2625000.0
6235,Mitsubishi,Outlander,2007,Gray,Nigerian Used,175423.0,3300.0,Registered,Registered,Abuja,3675000.0
6236,Toyota,Corolla,2013,Blue,Nigerian Used,219309.0,1800.0,Registered,Registered,,3255000.0
6237,Land Rover,Lr4,2012,Black,Nigerian Used,136989.0,4000.0,Registered,Imported,,6825000.0
6238,Audi,A4,2009,Silver,Nigerian Used,238268.0,1800.0,Registered,Registered,Lagos,4935000.0
6239,Toyota,Camry,2004,Gold,Nigerian Used,244851.0,2400.0,Registered,Registered,,1924000.0
6240,Ford,Flex,2009,Silver,Nigerian Used,180510.0,3500.0,Registered,Imported,,2310000.0
6241,Jeep,Grand Cherokee,2010,Silver,Foreign Used,350643.0,3700.0,Imported,Imported,,6825000.0
6242,Toyota,Corolla,2004,Blue,Nigerian Used,299999.0,1800.0,Registered,Registered,,1995000.0
6243,Toyota,Camry,2004,Gold,Nigerian Used,244851.0,2400.0,Registered,Registered,,1924000.0
6244,Scion,tC,2008,White,Nigerian Used,170689.0,2400.0,Registered,Imported,Lagos State,3360000.0
6245,Toyota,Corolla,2004,Blue,Nigerian Used,299999.0,1800.0,Registered,Registered,,1995000.0
6246,Jeep,Grand Cherokee,2010,Silver,Foreign Used,350643.0,3700.0,Imported,Imported,,6825000.0
6247,Toyota,Avalon,2005,Gray,Nigerian Used,94823.0,3500.0,Registered,Registered,ABUJA,2600000.0
6248,Toyota,Corolla,2005,Gray,Nigerian Used,224218.0,1600.0,Registered,Registered,lagos,2100000.0
6249,Honda,Odyssey,2010,Gray,Nigerian Used,172772.0,3500.0,Registered,Registered,,2200000.0
6250,Mercedes-Benz,C300,2016,Blue,Foreign Used,87353.0,2000.0,Imported,Imported,,14560000.0
6251,Toyota,Corolla,2009,Black,Nigerian Used,264671.0,1800.0,Registered,Registered,Rivers,2310000.0
6252,Honda,CR-V,2007,Gold,Nigerian Used,185673.0,2400.0,Registered,Imported,,2600000.0
6253,Ford,Edge,2010,Silver,Nigerian Used,364436.0,3500.0,Registered,Imported,LAGOS,2912000.0
6254,Acura,MDX,2006,Black,Nigerian Used,66473.0,3580.0,Registered,Registered,Lagos,2080000.0
6255,Toyota,Corolla,2003,Gold,Foreign Used,222209.0,1800.0,Imported,Imported,,3640000.0
6256,Mercedes-Benz,C300,2009,Red,Nigerian Used,155465.0,3000.0,Registered,Registered,ABUJA,3848000.0
6257,Honda,Odyssey,2006,Gray,Nigerian Used,214720.0,3500.0,Registered,Imported,lagos,2125000.0
6258,Mercedes-Benz,C300,2009,Red,Nigerian Used,155465.0,3000.0,Registered,Registered,ABUJA,3848000.0
6259,Toyota,Corolla,2009,Black,Nigerian Used,184208.0,1800.0,Registered,Imported,,2625000.0
6260,Honda,Odyssey,2006,Gray,Nigerian Used,214720.0,3500.0,Registered,Imported,lagos,2125000.0
6261,Honda,CR-V,2007,Blue,Nigerian Used,206931.0,2400.0,Registered,Imported,,3432000.0
6262,Lexus,ES,2008,Red,Foreign Used,100389.0,3500.0,Imported,Imported,,5200000.0
6263,Lexus,ES,2004,Green,Nigerian Used,201610.0,3300.0,Registered,Registered,,2964000.0
6264,Nissan,Altima,2002,Silver,Nigerian Used,218954.0,2500.0,Registered,Registered,Lagos,1575000.0
6265,BMW,530i,2006,Silver,Nigerian Used,196556.0,2400.0,Registered,Imported,,3150000.0
6266,Land Rover,Range Rover Sport,2008,White,Foreign Used,156490.0,4800.0,Imported,Imported,,5250000.0
6267,Toyota,Fortuner,2014,Black,Nigerian Used,109852.0,2700.0,Registered,Registered,LAGOS,10500000.0
6268,Toyota,Corolla,2008,Black,Nigerian Used,179788.0,2000.0,Registered,Registered,,2415000.0
6269,Nissan,Qashqai,2018,Gray,Nigerian Used,15771.0,2000.0,Registered,Imported,LAGOS,7875000.0
6270,Nissan,Xterra,2005,Red,Nigerian Used,185113.0,4000.0,Registered,Registered,,1820000.0
6271,Toyota,Land Cruiser,2000,Green,Nigerian Used,203455.0,4700.0,Registered,Registered,,3150000.0
6272,Cadillac,Escalade,2005,Blue,Nigerian Used,51794.0,6000.0,Registered,Imported,LAGOS,7350000.0
6273,Lexus,ES,2008,Red,Foreign Used,100389.0,3500.0,Imported,Imported,,5200000.0
6274,Hyundai,Ix35,2014,Black,Nigerian Used,73428.0,2000.0,Registered,Brand new,LAGOS,3150000.0
6275,Toyota,Hilux,2009,White,Nigerian Used,139426.0,2700.0,Registered,Registered,KWARA,5750000.0
6276,Dodge,Challenger,2008,Silver,Nigerian Used,119179.0,3500.0,Registered,Imported,OYO,4620000.0
6277,Toyota,Camry,2010,Gray,Nigerian Used,257285.0,2500.0,Registered,Registered,LAGOS,2625000.0
6278,Volkswagen,CC,2009,Black,Foreign Used,254943.0,2000.0,Imported,Imported,,4200000.0
6279,Nissan,Pathfinder,2006,Black,Nigerian Used,153650.0,3500.0,Registered,Registered,,1890000.0
6280,Cadillac,Escalade,2005,Blue,Nigerian Used,51794.0,6000.0,Registered,Imported,LAGOS,7350000.0
6281,Kia,Cerato,2014,White,Nigerian Used,73581.0,2000.0,Registered,Registered,,2912000.0
6282,Volkswagen,Jetta,2007,White,Foreign Used,216826.0,2500.0,Imported,Imported,,3010000.0
6283,Volkswagen,Passat,2012,Gray,Nigerian Used,73553.0,2500.0,Registered,Registered,ABUJA,2625000.0
6284,Honda,Accord,2012,Black,Nigerian Used,155855.0,2400.0,Registered,Registered,ABUJA,2730000.0
6285,Nissan,Xterra,2006,Gray,Nigerian Used,166788.0,4000.0,Registered,Registered,LAGOS,1768000.0
6286,Honda,Accord,2012,Gold,Nigerian Used,217987.0,3500.0,Registered,Registered,Abuja,2608000.0
6287,Hyundai,Santa Fe,2006,Black,Nigerian Used,154587.0,3500.0,Registered,Registered,LAGOS,3150000.0
6288,Nissan,Qashqai,2015,Teal,Nigerian Used,101601.0,2000.0,Registered,Brand new,Lagos,4515000.0
6289,Honda,Accord,2012,Black,Nigerian Used,155855.0,2400.0,Registered,Registered,ABUJA,2730000.0
6290,Toyota,Corolla,2008,Gray,Nigerian Used,451334.0,1800.0,Registered,Registered,,2415000.0
6291,Dodge,Challenger,2008,Silver,Nigerian Used,119179.0,3500.0,Registered,Imported,OYO,4620000.0
6292,Lexus,IS,2013,White,Nigerian Used,125372.0,3500.0,Registered,Imported,Lagos,4200000.0
6293,Mitsubishi,Pajero,2014,Black,Brand New,17399.0,3500.0,Brand new,Registered,,9500000.0
6294,Hyundai,Sonata,2011,Silver,Nigerian Used,264504.0,2400.0,Registered,Registered,,2940000.0
6295,Honda,Accord,2008,Silver,Nigerian Used,141579.0,2400.0,Registered,Registered,Abuja,2080000.0
6296,Honda,Accord,2003,Gray,Nigerian Used,258019.0,3000.0,Registered,Registered,LAGOS,1612000.0
6297,Honda,Accord,2012,Gold,Nigerian Used,217987.0,3500.0,Registered,Registered,Abuja,2608000.0
6298,Ford,Edge,2010,Off white,Nigerian Used,249457.0,3500.0,Registered,Registered,RIVERS,2325000.0
6299,Toyota,Matrix,2006,Blue,Nigerian Used,100609.0,1800.0,Registered,Registered,RIVERS,2600000.0
6300,Toyota,Corolla,2005,Silver,Nigerian Used,153559.0,180000.0,Registered,Registered,Abuja,2704000.0
6301,Volkswagen,Transporter,1997,Brown,Nigerian Used,330855.0,2400.0,Registered,Imported,LAGOS,2625000.0
6302,Toyota,Corolla,2010,Gray,Nigerian Used,272635.0,180000.0,Registered,Registered,,2625000.0
6303,Mercedes-Benz,CLA-Class,2015,Gray,Nigerian Used,158196.0,2000.0,Registered,Imported,ABUJA,10400000.0
6304,Lexus,ES,2005,Black,Nigerian Used,189663.0,3300.0,Registered,Imported,Abuja,2704000.0
6305,Ford,Escape,2005,Black,Nigerian Used,241326.0,3000.0,Registered,Registered,Lagos,2080000.0
6306,Honda,Accord,2012,Black,Nigerian Used,115457.0,2400.0,Registered,Imported,,2860000.0
6307,Toyota,Previa,2001,Silver,Foreign Used,142374.0,2400.0,Imported,Imported,,3360000.0
6308,Volkswagen,Transporter,1997,Brown,Nigerian Used,330855.0,2400.0,Registered,Imported,LAGOS,2625000.0
6309,Acura,RL,2007,Blue,Nigerian Used,264559.0,3500.0,Registered,Imported,LAGOS,2310000.0
6310,Toyota,Corolla,2005,Silver,Nigerian Used,153559.0,180000.0,Registered,Registered,Abuja,2704000.0
6311,BMW,116i,2007,Green,Nigerian Used,141762.0,1800.0,Registered,Imported,,3675000.0
6312,Hyundai,Santa Fe,2020,Black,Foreign Used,37150.0,2400.0,Imported,Imported,,21000000.0
6313,Kia,Sorento,2005,Silver,Nigerian Used,220946.0,3500.0,Registered,Registered,,1680000.0
6314,Volkswagen,Tiguan,2010,Gray,Foreign Used,252725.0,2000.0,Imported,Imported,,4515000.0
6315,Honda,CR-V,2009,Black,Nigerian Used,197441.0,2300.0,Registered,Registered,Lagos,3432000.0
6316,Toyota,RAV4,2016,Gray,Nigerian Used,66922.0,2400.0,Registered,Imported,Lagos,10920000.0
6317,Toyota,Corolla,2005,Blue,Nigerian Used,161474.0,1800000.0,Registered,Registered,Abuja,2300000.0
6318,Mercedes-Benz,GL-Class,2013,Black,Nigerian Used,116962.0,3500.0,Registered,Imported,ABUJA,9450000.0
6319,Hyundai,Santa Fe,2007,Gray,Foreign Used,128274.0,3300.0,Imported,Imported,,4680000.0
6320,Toyota,Camry,2012,White,Nigerian Used,197319.0,2500.0,Registered,Imported,,4410000.0
6321,Opel,Zafira,2002,Gray,Foreign Used,303383.0,1800.0,Imported,Imported,,2600000.0
6322,Kia,Rio,2017,Blue,Nigerian Used,133085.0,1600.0,Registered,Brand new,,2625000.0
6323,Toyota,Corolla,2008,Black,Nigerian Used,171254.0,1600.0,Registered,Registered,ABUJA,2625000.0
6324,Honda,Crosstour,2010,Green,Nigerian Used,186232.0,3500.0,Registered,Registered,LAGOS,3150000.0
6325,Toyota,Tacoma,2013,Black,Foreign Used,70413.0,3500.0,Imported,Imported,,12600000.0
6326,Toyota,Corolla,2004,Blue,Nigerian Used,201999.0,1800.0,Registered,Registered,Lagos,2100000.0
6327,Honda,Pilot,2003,Gray,Nigerian Used,130119.0,3300.0,Registered,Registered,LAGOS,1664000.0
6328,Kia,Rio,2018,Blue,Nigerian Used,16746.0,1400.0,Registered,Brand new,LAGOS,4620000.0
6329,Honda,Accord,2003,Red,Nigerian Used,109815.0,24000.0,Registered,Registered,Lagos,1300000.0
6330,Mercedes-Benz,SLK-Class,2005,Silver,Foreign Used,155169.0,3500.0,Imported,Imported,,4410000.0
6331,Lexus,LS,2008,Silver,Foreign Used,220369.0,4800.0,Imported,Imported,,6240000.0
6332,Toyota,Avensis,2005,Red,Foreign Used,502847.0,2400.0,Imported,Imported,,3255000.0
6333,Toyota,Yaris,2006,Blue,Foreign Used,306401.0,,Imported,Imported,,3150000.0
6334,Honda,Accord,2006,Blue,Nigerian Used,287988.0,2400.0,Registered,Imported,Lagos,1664000.0
6335,Toyota,RAV4,2010,Red,Nigerian Used,94343.0,3500.0,Registered,Registered,LAGOS,3175000.0
6336,Kia,Sportage,2012,Gray,Foreign Used,165057.0,2400.0,Imported,Imported,,5985000.0
6337,Toyota,Avalon,2005,Silver,Nigerian Used,183050.0,3500.0,Registered,Registered,,2310000.0
6338,Toyota,Matrix,2009,Silver,Foreign Used,290796.0,1800.0,Imported,Imported,,4095000.0
6339,Toyota,Camry,2002,Gold,Nigerian Used,177785.0,2400.0,Registered,Registered,LAGOS,1872000.0
6340,Toyota,Corolla,2003,Green,Nigerian Used,281340.0,1800.0,Registered,Registered,LAGOS,2288000.0
6341,Kia,Cerato,2014,Black,Nigerian Used,44674.0,1600.0,Registered,Brand new,LAGOS,2835000.0
6342,Toyota,Highlander,2002,Silver,Nigerian Used,220873.0,3000.0,Registered,Registered,ABUJA,2310000.0
6343,Toyota,Avalon,2006,Silver,Foreign Used,112169.0,3500.0,Imported,Imported,,3465000.0
6344,Chrysler,300C,2010,Black,Nigerian Used,,5700.0,Registered,Registered,,4200000.0
6345,Peugeot,307,2004,Gray,Foreign Used,768549.0,1400.0,Imported,Imported,,5990000.0
6346,Toyota,Avensis,2008,Green,Foreign Used,123302.0,1800.0,Imported,Imported,,3045000.0
6347,BMW,3 Series,2009,Silver,Foreign Used,152923.0,3000.0,Imported,Imported,,4830000.0
6348,Ford,Explorer,2008,Brown,Nigerian Used,135146.0,4000.0,Registered,Registered,LAGOS,2860000.0
6349,Chevrolet,Camaro,2016,Red,Nigerian Used,68815.0,3600.0,Registered,Imported,LAGOS,9450000.0
6350,Toyota,Avalon,2006,Silver,Foreign Used,112169.0,3500.0,Imported,Imported,,3465000.0
6351,Toyota,Camry,2008,Blue,Nigerian Used,190405.0,2000.0,Registered,Registered,LAGOS,2625000.0
6352,Toyota,Camry,2004,Gold,Nigerian Used,102177.0,2400.0,Registered,Registered,Lagos,1872000.0
6353,Toyota,Corolla,2010,Black,Nigerian Used,330507.0,2000.0,Registered,Registered,,2835000.0
6354,Hyundai,Santa Fe,2008,White,Nigerian Used,373757.0,2700.0,Registered,Imported,Lagos,2808000.0
6355,BMW,3 Series,2009,Silver,Foreign Used,152923.0,3000.0,Imported,Imported,,4830000.0
6356,Ford,Edge,2012,Blue,Nigerian Used,106549.0,3500.0,Registered,Registered,LAGOS,3045000.0
6357,Toyota,Hilux,2018,Black,Foreign Used,29327.0,2400.0,Imported,Imported,,26250000.0
6358,Toyota,Corolla,2005,Silver,Nigerian Used,342060.0,180000.0,Registered,Registered,Ekiti,2205000.0
6359,Mazda,CX-9,2008,Black,Nigerian Used,167276.0,3700.0,Registered,Imported,LAGOS,3120000.0
6360,Toyota,Matrix,2009,Black,Foreign Used,372621.0,1800.0,Imported,Imported,,3885000.0
6361,Land Rover,Range Rover Sport,2008,Black,Nigerian Used,156097.0,4400.0,Registered,Registered,Lagos,3150000.0
6362,Ford,Edge,2011,Red,Nigerian Used,143757.0,3500.0,Registered,Imported,,4280000.0
6363,Land Rover,Range Rover Sport,2008,Black,Nigerian Used,156097.0,4400.0,Registered,Registered,Lagos,3150000.0
6364,Toyota,Camry,2002,Red,Nigerian Used,125821.0,3000.0,Registered,Registered,,1768000.0
6365,Ford,Edge,2008,Blue,Nigerian Used,228188.0,3500.0,Registered,Imported,ABUJA,2500000.0
6366,Toyota,Matrix,2007,Black,Nigerian Used,273525.0,1800.0,Registered,Imported,,2496000.0
6367,Acura,MDX,2005,Gold,Nigerian Used,273148.0,3500.0,Registered,Registered,RIVERS,1730000.0
6368,Toyota,Yaris,2010,Silver,Foreign Used,49020.0,160000.0,Imported,Imported,,3780000.0
6369,Ford,Edge,2012,Blue,Nigerian Used,106549.0,3500.0,Registered,Registered,LAGOS,3045000.0
6370,Acura,ZDX,2010,Black,Nigerian Used,120472.0,3700.0,Registered,Registered,,6240000.0
6371,Toyota,Corolla,2008,Black,Nigerian Used,236088.0,1800.0,Registered,Registered,Abuja,2205000.0
6372,Honda,Stream,2002,Blue,Nigerian Used,204638.0,2000.0,Registered,Registered,Lagos,1575000.0
6373,Mercedes-Benz,GL-Class,2007,Black,Nigerian Used,77008.0,4500.0,Registered,Registered,0,3150000.0
6374,Toyota,Venza,2009,White,Nigerian Used,256523.0,2700.0,Registered,Imported,DELTA,5720000.0
6375,Lexus,RX,2008,Silver,Nigerian Used,120656.0,3500.0,Registered,Imported,LAGOS,3768000.0
6376,Nissan,Versa,2008,Gray,Nigerian Used,186174.0,1800.0,Registered,Imported,,1575000.0
6377,Toyota,Corolla,2005,Gray,Nigerian Used,134527.0,1800.0,Registered,Imported,,2205000.0
6378,Lexus,ES,2008,Black,Nigerian Used,193498.0,3000.0,Registered,Imported,KADUNA,3150000.0
6379,Honda,Odyssey,2005,Silver,Foreign Used,217944.0,3500.0,Imported,Imported,,2835000.0
6380,Toyota,Camry,2001,Gray,Nigerian Used,153898.0,220000.0,Registered,Registered,Abuja,2080000.0
6381,Toyota,Highlander,2005,Green,Nigerian Used,301801.0,3300.0,Registered,Registered,,2835000.0
6382,Honda,Crosstour,2010,Black,Nigerian Used,190195.0,3500.0,Registered,Registered,Lagos,3150000.0
6383,Mercedes-Benz,GLK-Class,2012,Gray,Nigerian Used,57015.0,3500.0,Registered,Imported,,7280000.0
6384,Ford,Edge,2010,Red,Nigerian Used,366972.0,3500.0,Registered,Imported,KWARA,2415000.0
6385,Toyota,Highlander,2006,Gray,Nigerian Used,382110.0,3300.0,Registered,Imported,,2625000.0
6386,Toyota,Corolla,2007,Blue,Nigerian Used,268619.0,1800.0,Registered,Registered,BENIN,2310000.0
6387,Peugeot,407,2006,Blue,Nigerian Used,387.0,1800.0,Registered,Imported,,1890000.0
6388,Infiniti,FX35,2005,Black,Foreign Used,243971.0,3500.0,Imported,Imported,,4725000.0
6389,Lexus,RX 300,2002,Silver,Nigerian Used,212490.0,3000.0,Registered,Registered,Lagos,2600000.0
6390,BMW,328i,2009,Black,Nigerian Used,202404.0,3500.0,Registered,Registered,LAGOS,3150000.0
6391,Toyota,Hilux,2005,White,Nigerian Used,,27000.0,Registered,Registered,Abuja,4725000.0
6392,Peugeot,407,2006,Blue,Nigerian Used,387.0,1800.0,Registered,Imported,,1890000.0
6393,Nissan,Titan,2004,Black,Nigerian Used,162548.0,5600.0,Registered,Registered,,1680000.0
6394,Honda,Accord,2006,Black,Nigerian Used,173150.0,2400.0,Registered,Registered,,1560000.0
6395,Toyota,Hilux,2005,White,Nigerian Used,,27000.0,Registered,Registered,Abuja,4725000.0
6396,BMW,328i,2009,Black,Nigerian Used,202404.0,3500.0,Registered,Registered,LAGOS,3150000.0
6397,Mitsubishi,Outlander,2009,White,Nigerian Used,,2400.0,Registered,Imported,,2625000.0
6398,Lincoln,Navigator,2002,Black,Nigerian Used,71280.0,5700.0,Registered,Imported,LAGOS,1890000.0
6399,Acura,MDX,2005,Silver,Nigerian Used,173449.0,3500.0,Registered,Imported,ASABA,2600000.0
6400,Audi,A4,2009,Brown,Nigerian Used,178910.0,2000.0,Registered,Imported,Lagos,3675000.0
6401,Toyota,Avensis,2013,Black,Nigerian Used,30839.0,2000.0,Registered,Brand new,LAGOS,5460000.0
6402,Rover,Land,2018,Brown,Foreign Used,40457.0,3800.0,Imported,Imported,,40950000.0
6403,Mercedes-Benz,CLA-Class,2014,Black,Nigerian Used,43885.0,2000.0,Registered,Registered,Abuja,7350000.0
6404,Toyota,Camry,2002,Green,Nigerian Used,349569.0,2400.0,Registered,Imported,OYO,1820000.0
6405,Mitsubishi,Outlander,2007,Black,Nigerian Used,226870.0,3000.0,Registered,Registered,LAGOS,2100000.0
6406,Volkswagen,Passat,2011,Brown,Nigerian Used,77866.0,2000.0,Registered,Brand new,LAGOS,2730000.0
6407,Nissan,Quest,2006,Gray,Foreign Used,,3500.0,Imported,Imported,,2625000.0
6408,Toyota,Highlander,2004,Blue,Nigerian Used,184028.0,3300.0,Registered,Registered,,3536000.0
6409,Toyota,Venza,2010,Gray,Nigerian Used,185262.0,2700.0,Registered,Imported,,5240000.0
6410,Toyota,Camry,2002,Gold,Foreign Used,317403.0,2400.0,Imported,Imported,,2730000.0
6411,Volkswagen,Passat,2011,Brown,Nigerian Used,77866.0,2000.0,Registered,Brand new,LAGOS,2730000.0
6412,Honda,CR-V,2010,Brown,Foreign Used,248282.0,2400.0,Imported,Imported,,5096000.0
6413,Toyota,Camry,2000,Gray,Nigerian Used,292631.0,,Registered,Imported,ABUJA,1560000.0
6414,Mitsubishi,Outlander,2007,Black,Nigerian Used,226870.0,3000.0,Registered,Registered,LAGOS,2100000.0
6415,Toyota,RAV4,2010,Gray,Nigerian Used,74106.0,3500.0,Registered,Registered,ABUJA,3360000.0
6416,Acura,ZDX,2010,Gray,Nigerian Used,83412.0,3700.0,Registered,Registered,,5720000.0
6417,Acura,MDX,2005,Silver,Nigerian Used,166867.0,3500.0,Registered,Registered,0,2080000.0
6418,Mercedes-Benz,CLA-Class,2014,Black,Nigerian Used,43885.0,2000.0,Registered,Registered,Abuja,7350000.0
6419,Infiniti,FX35,2007,Gray,Foreign Used,99965.0,3500.0,Imported,Imported,,3465000.0
6420,Mercedes-Benz,C300,2013,Gray,Nigerian Used,205821.0,3500.0,Registered,Imported,ABUJA,4992000.0
6421,Toyota,Corolla,2009,Gray,Nigerian Used,214385.0,1800.0,Registered,Imported,LAGOS,3328000.0
6422,Toyota,Corolla,2011,Red,Nigerian Used,123067.0,1800.0,Registered,Imported,LAGOS,3328000.0
6423,Toyota,Camry,2002,Black,Nigerian Used,118787.0,2400.0,Registered,Registered,,1872000.0
6424,Lexus,GX,2010,Blue,Foreign Used,138757.0,3500.0,Imported,Imported,,5040000.0
6425,Nissan,Frontier,2015,Blue,Nigerian Used,61244.0,4000.0,Registered,Registered,ABUJA,3725000.0
6426,Mitsubishi,Outlander,2010,Black,Nigerian Used,89683.0,2400.0,Registered,Registered,ABUJA,4200000.0
6427,Toyota,Camry,2004,Silver,Nigerian Used,253813.0,2400.0,Registered,Imported,,1924000.0
6428,Nissan,Almera,2006,Red,Foreign Used,200340.0,1500.0,Imported,Imported,,2520000.0
6429,Infiniti,FX35,2007,,Foreign Used,,3500.0,Imported,Imported,,3360000.0
6430,Ford,Edge,2008,Gray,Nigerian Used,326992.0,3500.0,Registered,Registered,,2310000.0
6431,Mazda,6,2003,Blue,Foreign Used,223262.0,2000.0,Imported,Imported,,2415000.0
6432,Chevrolet,Equinox,2011,Brown,Nigerian Used,,2400.0,Registered,Registered,,2310000.0
6433,Honda,Pilot,2009,Brown,Foreign Used,168652.0,3500.0,Imported,Imported,,5200000.0
6434,Mazda,CX-7,2009,Gray,Nigerian Used,319521.0,2300.0,Registered,Registered,Lagos,2625000.0
